transaction_id,customer_id,transaction_type,amount,currency,sender_country,receiver_country,is_new_payee,account_age_days,customer_avg_txn_amount,customer_txn_count_30d,amount_deviation_from_avg,time_of_day_hour,is_weekend,is_holiday,channel,device_type,ip_country_match,failed_login_attempts_24h,num_txns_last_1h,num_txns_last_24h,days_since_last_txn,receiver_account_age_days,is_high_risk_country,is_sanctioned_country,pep_flag,asset_type,sector,portfolio_concentration_pct,market_volatility_index,risk_label,is_fraud
TXN032,CUST032,buy,5500.00,USD,US,US,0,3650,5200.00,22,0.06,10,0,0,web,desktop,1,0,1,3,2,4000,0,0,0,stock,Finance,13.0,17.6,low,0
TXN033,CUST033,buy,16000.00,USD,US,US,0,730,14000.00,8,0.14,14,0,0,web,desktop,1,0,2,4,3,1000,0,0,0,stock,Technology,28.0,21.0,low,0
TXN034,CUST034,sell,38000.00,USD,US,BZ,1,90,3000.00,3,11.67,0,1,0,api,server,0,3,7,10,0,12,1,0,0,crypto,Cryptocurrency,82.0,47.5,critical,1
TXN035,CUST035,buy,2800.00,USD,US,US,0,1095,2500.00,19,0.12,13,0,0,web,desktop,1,0,1,5,1,2500,0,0,0,stock,Consumer,9.0,15.8,low,0
TXN036,CUST036,buy,11000.00,USD,US,US,0,545,8000.00,7,0.38,17,0,0,web,desktop,1,0,2,4,2,700,0,0,0,stock,Industrials,32.0,23.4,medium,0
TXN037,CUST037,sell,48000.00,USD,US,CY,1,55,2500.00,2,18.20,23,1,0,mobile,phone,0,4,8,12,0,18,1,0,1,stock,Finance,68.0,38.9,critical,1
TXN038,CUST038,buy,900.00,USD,US,US,0,2920,850.00,28,0.06,9,0,0,web,desktop,1,0,1,4,1,5000,0,0,0,etf,Diversified,4.0,12.5,low,0
TXN039,CUST039,buy,20000.00,USD,US,US,1,300,6000.00,5,2.33,19,0,0,mobile,phone,1,1,3,6,1,300,0,0,0,stock,Energy,38.0,24.7,medium,0
TXN040,CUST040,sell,7500.00,USD,US,US,0,1825,7000.00,13,0.07,11,0,0,web,desktop,1,0,1,3,3,2100,0,0,0,stock,Healthcare,17.0,18.9,low,0
TXN041,CUST041,buy,32000.00,USD,US,US,1,120,4500.00,4,6.11,21,0,0,mobile,phone,1,2,5,8,0,80,0,0,0,stock,Technology,52.0,29.5,high,0
TXN042,CUST042,buy,1200.00,USD,US,US,0,1460,1100.00,21,0.09,10,0,0,web,desktop,1,0,2,5,2,2800,0,0,0,bond,Government,15.0,13.2,low,0
TXN043,CUST043,sell,90000.00,USD,US,MM,1,35,1200.00,1,74.00,4,1,0,mobile,phone,0,6,10,14,0,7,1,1,0,crypto,Cryptocurrency,95.0,54.8,critical,1
TXN044,CUST044,buy,6800.00,USD,US,US,0,910,6000.00,10,0.13,14,0,0,web,desktop,1,0,1,3,4,1600,0,0,0,stock,Finance,21.0,19.7,low,0
TXN045,CUST045,buy,14000.00,USD,US,GB,0,730,12000.00,6,0.17,16,0,0,web,desktop,1,0,1,2,5,1200,0,0,0,stock,Technology,26.0,20.8,low,0
TXN046,CUST046,sell,58000.00,USD,US,LB,1,50,2000.00,2,28.00,1,0,0,mobile,phone,0,5,9,13,0,10,1,0,0,stock,Energy,72.0,41.2,critical,1
TXN047,CUST047,buy,3800.00,USD,US,US,0,2190,3500.00,15,0.09,12,0,0,web,desktop,1,0,2,4,2,3200,0,0,0,stock,Materials,12.0,16.1,low,0
TXN048,CUST048,buy,26000.00,USD,US,US,1,180,5500.00,4,3.73,20,1,0,mobile,phone,1,2,4,7,0,100,0,0,0,stock,Healthcare,48.0,27.6,high,0
TXN049,CUST049,sell,4000.00,USD,US,US,0,1095,3700.00,12,0.08,10,0,0,web,desktop,1,0,1,3,3,1900,0,0,0,stock,Consumer,14.0,17.0,low,0
TXN050,CUST050,buy,72000.00,USD,US,KP,1,20,500.00,1,143.00,2,1,0,api,server,0,8,15,20,0,2,1,1,0,crypto,Cryptocurrency,98.0,58.5,critical,1
TXN051,CUST051,buy,8500.00,USD,US,US,0,1460,7800.00,9,0.09,15,0,0,web,desktop,1,0,1,3,4,2400,0,0,0,stock,Utilities,18.0,15.4,low,0
TXN052,CUST052,sell,19000.00,USD,US,US,0,600,16000.00,7,0.19,13,0,0,web,desktop,1,0,2,4,3,900,0,0,0,stock,Technology,30.0,22.5,medium,0
TXN053,CUST053,buy,40000.00,USD,US,LI,1,80,3500.00,3,10.43,23,0,0,mobile,phone,0,3,6,9,0,25,0,0,1,stock,Finance,58.0,33.8,high,1
TXN054,CUST054,buy,1600.00,USD,US,US,0,2555,1500.00,24,0.07,9,0,0,web,desktop,1,0,1,5,1,4500,0,0,0,etf,Diversified,6.0,13.5,low,0
TXN055,CUST055,sell,105000.00,USD,US,SC,1,30,4000.00,1,25.25,3,1,0,mobile,phone,0,5,11,16,0,5,1,0,0,crypto,Cryptocurrency,91.0,51.7,critical,1
TXN056,CUST056,buy,10000.00,USD,US,US,0,730,9000.00,8,0.11,11,0,0,web,desktop,1,0,1,3,2,1100,0,0,0,stock,Industrials,24.0,19.2,low,0
TXN057,CUST057,buy,30000.00,USD,US,US,1,160,7000.00,5,3.29,18,0,0,web,desktop,1,1,3,6,1,200,0,0,0,stock,Healthcare,44.0,26.8,medium,0
TXN058,CUST058,sell,52000.00,USD,US,VE,1,45,1800.00,2,27.89,0,0,0,mobile,phone,0,4,8,12,0,8,1,0,0,stock,Energy,76.0,43.5,critical,1
TXN059,CUST059,buy,2500.00,USD,US,US,0,1825,2300.00,18,0.09,10,0,0,web,desktop,1,0,2,4,2,3500,0,0,0,stock,Consumer,10.0,15.6,low,0
TXN060,CUST060,buy,17000.00,USD,US,JP,0,545,14000.00,6,0.21,14,0,0,web,desktop,1,0,1,2,5,1400,0,0,0,stock,Technology,29.0,21.3,low,0
TXN061,CUST061,sell,43000.00,USD,US,SY,1,35,1500.00,1,27.67,2,1,0,api,server,0,6,9,14,0,4,1,1,0,crypto,Cryptocurrency,87.0,49.2,critical,1
TXN062,CUST062,buy,5000.00,USD,US,US,0,1095,4600.00,14,0.09,12,0,0,web,desktop,1,0,1,4,3,2600,0,0,0,bond,Corporate,16.0,14.8,low,0
TXN063,CUST063,buy,24000.00,USD,US,US,1,220,6500.00,5,2.69,21,0,0,mobile,phone,1,1,4,7,1,120,0,0,0,stock,Finance,46.0,27.1,high,0
TXN064,CUST064,sell,3200.00,USD,US,US,0,1460,3000.00,11,0.07,10,0,0,web,desktop,1,0,1,3,2,2000,0,0,0,stock,Materials,13.0,16.3,low,0
TXN065,CUST065,buy,68000.00,USD,US,BS,1,40,2200.00,2,29.91,3,0,0,mobile,phone,0,4,7,11,0,12,1,0,0,crypto,Cryptocurrency,83.0,46.8,critical,1
TXN066,CUST066,buy,7200.00,USD,US,US,0,2190,6800.00,10,0.06,15,0,0,web,desktop,1,0,2,4,3,1700,0,0,0,stock,Healthcare,19.0,18.6,low,0
TXN067,CUST067,sell,13000.00,USD,US,US,0,730,11000.00,7,0.18,13,0,0,web,desktop,1,0,1,3,4,1000,0,0,0,stock,Technology,27.0,20.6,low,0
TXN068,CUST068,buy,36000.00,USD,US,MT,1,100,4000.00,3,8.00,22,1,0,mobile,phone,0,3,6,9,0,35,0,0,1,stock,Finance,62.0,34.5,high,1
TXN069,CUST069,buy,1400.00,USD,US,US,0,3285,1300.00,26,0.08,9,0,0,web,desktop,1,0,1,5,1,4200,0,0,0,etf,Diversified,5.0,12.8,low,0
TXN070,CUST070,sell,82000.00,USD,US,SD,1,25,900.00,1,90.11,1,1,0,mobile,phone,0,7,12,17,0,3,1,1,0,crypto,Cryptocurrency,94.0,56.1,critical,1
TXN071,CUST071,buy,9000.00,USD,US,US,0,910,8200.00,12,0.10,11,0,0,web,desktop,1,0,1,3,3,1500,0,0,0,stock,Energy,20.0,19.0,low,0
TXN072,CUST072,buy,21000.00,USD,US,US,0,500,18000.00,6,0.17,16,0,0,web,desktop,1,0,2,4,2,800,0,0,0,stock,Industrials,33.0,23.8,medium,0
TXN073,CUST073,sell,56000.00,USD,US,CU,1,50,1600.00,2,34.00,4,0,0,api,server,0,5,8,12,0,7,1,1,0,stock,Finance,74.0,41.8,critical,1
TXN074,CUST074,buy,4100.00,USD,US,US,0,1460,3800.00,16,0.08,10,0,0,web,desktop,1,0,2,4,2,2900,0,0,0,stock,Utilities,15.0,15.2,low,0
TXN075,CUST075,buy,28000.00,USD,US,US,1,200,8000.00,4,2.50,19,0,0,mobile,phone,1,2,4,7,1,180,0,0,0,stock,Technology,47.0,28.2,high,0
TXN076,CUST076,sell,6200.00,USD,US,US,0,2555,5800.00,13,0.07,12,0,0,web,desktop,1,0,1,3,3,3800,0,0,0,stock,Consumer,11.0,16.7,low,0
TXN077,CUST077,buy,15000.00,USD,US,DE,0,730,13000.00,7,0.15,14,0,0,web,desktop,1,0,1,2,5,1100,0,0,0,stock,Healthcare,25.0,20.2,low,0
TXN078,CUST078,sell,98000.00,USD,US,AF,1,20,700.00,1,139.00,2,1,0,mobile,phone,0,8,14,19,0,2,1,1,0,crypto,Cryptocurrency,96.0,57.3,critical,1
TXN079,CUST079,buy,3600.00,USD,US,US,0,1095,3300.00,19,0.09,10,0,0,web,desktop,1,0,1,5,2,2700,0,0,0,bond,Government,14.0,13.9,low,0
TXN080,CUST080,buy,33000.00,USD,US,US,1,140,5500.00,4,5.00,22,1,0,mobile,phone,1,2,5,8,0,70,0,0,0,stock,Finance,54.0,30.8,high,0
TXN081,CUST081,sell,2700.00,USD,US,US,0,1825,2500.00,17,0.08,11,0,0,web,desktop,1,0,2,4,2,3300,0,0,0,stock,Technology,12.0,17.2,low,0
TXN082,CUST082,buy,47000.00,USD,US,JE,1,65,3000.00,2,14.67,23,0,0,mobile,phone,0,4,7,10,0,20,1,0,1,stock,Finance,66.0,36.4,high,1
TXN083,CUST083,buy,800.00,USD,US,US,0,2920,750.00,30,0.07,9,0,0,web,desktop,1,0,1,4,1,5500,0,0,0,etf,Diversified,3.0,11.5,low,0
TXN084,CUST084,sell,62000.00,USD,US,YE,1,30,1200.00,1,50.67,3,0,0,api,server,0,6,10,15,0,5,1,1,0,crypto,Cryptocurrency,89.0,50.8,critical,1
TXN085,CUST085,buy,8200.00,USD,US,US,0,910,7600.00,11,0.08,14,0,0,web,desktop,1,0,1,3,3,1800,0,0,0,stock,Materials,17.0,18.3,low,0
TXN086,CUST086,buy,18000.00,USD,US,US,0,600,15000.00,6,0.20,16,0,0,web,desktop,1,0,2,3,4,900,0,0,0,stock,Industrials,31.0,22.7,medium,0
TXN087,CUST087,sell,41000.00,USD,US,BY,1,55,2800.00,2,13.64,1,1,0,mobile,phone,0,3,7,11,0,15,1,0,0,stock,Energy,69.0,39.5,critical,1
TXN088,CUST088,buy,5800.00,USD,US,US,0,1460,5400.00,15,0.07,10,0,0,web,desktop,1,0,1,4,2,2300,0,0,0,stock,Healthcare,18.0,17.8,low,0
TXN089,CUST089,buy,25000.00,USD,US,US,1,250,7500.00,5,2.33,20,0,0,mobile,phone,1,1,3,6,1,160,0,0,0,stock,Technology,43.0,25.5,medium,0
TXN090,CUST090,sell,77000.00,USD,US,LY,1,35,1000.00,1,76.00,4,1,0,mobile,phone,0,5,9,14,0,4,1,1,0,crypto,Cryptocurrency,93.0,53.6,critical,1
TXN091,CUST091,buy,4800.00,USD,US,US,0,2190,4500.00,14,0.07,12,0,0,web,desktop,1,0,2,4,3,2100,0,0,0,stock,Finance,15.0,16.9,low,0
TXN092,CUST092,buy,13000.00,USD,US,AU,0,730,11500.00,7,0.13,15,0,0,web,desktop,1,0,1,2,5,1300,0,0,0,stock,Consumer,23.0,19.8,low,0
TXN093,CUST093,sell,53000.00,USD,US,ER,1,40,1400.00,2,36.86,2,0,0,api,server,0,4,8,13,0,6,1,0,0,stock,Finance,71.0,40.2,critical,1
TXN094,CUST094,buy,2100.00,USD,US,US,0,1825,1900.00,22,0.11,10,0,0,web,desktop,1,0,1,5,1,3600,0,0,0,bond,Municipal,13.0,14.2,low,0
TXN095,CUST095,buy,29000.00,USD,US,US,1,170,6000.00,4,3.83,21,1,0,mobile,phone,1,2,5,8,0,90,0,0,0,stock,Healthcare,50.0,29.1,high,0
TXN096,CUST096,sell,3900.00,USD,US,US,0,1095,3600.00,12,0.08,11,0,0,web,desktop,1,0,1,3,3,2400,0,0,0,stock,Utilities,14.0,15.5,low,0
TXN097,CUST097,buy,60000.00,USD,US,MV,1,45,2500.00,2,23.00,22,0,0,mobile,phone,0,3,6,10,0,15,1,0,0,crypto,Cryptocurrency,80.0,44.7,critical,1
TXN098,CUST098,buy,7500.00,USD,US,US,0,2555,7000.00,10,0.07,14,0,0,web,desktop,1,0,2,4,2,1900,0,0,0,stock,Technology,20.0,18.1,low,0
TXN099,CUST099,buy,16500.00,USD,US,US,0,545,14500.00,6,0.14,13,0,0,web,desktop,1,0,1,3,4,1000,0,0,0,stock,Energy,29.0,21.5,medium,0
TXN100,CUST100,sell,88000.00,USD,US,ZW,1,25,800.00,1,109.00,3,1,0,mobile,phone,0,7,13,18,0,3,1,1,0,crypto,Cryptocurrency,97.0,55.9,critical,1
TXN101,CUST101,buy,3400.00,USD,US,US,0,1460,3100.00,18,0.10,10,0,0,web,desktop,1,0,2,5,2,2800,0,0,0,stock,Consumer,11.0,16.4,low,0
TXN102,CUST102,buy,23000.00,USD,US,US,0,400,20000.00,5,0.15,16,0,0,web,desktop,1,0,1,2,6,700,0,0,0,stock,Finance,34.0,24.1,medium,0
TXN103,CUST103,sell,46000.00,USD,US,NI,1,60,2200.00,3,19.91,0,0,0,mobile,phone,0,4,7,11,0,10,1,0,0,stock,Industrials,67.0,37.8,critical,1
TXN104,CUST104,buy,1000.00,USD,US,US,0,3650,950.00,27,0.05,9,0,0,web,desktop,1,0,1,4,1,4800,0,0,0,etf,Diversified,4.0,12.2,low,0
TXN105,CUST105,buy,35000.00,USD,US,US,1,130,8500.00,4,3.12,20,0,0,mobile,phone,1,2,5,8,0,75,0,0,0,stock,Healthcare,56.0,31.5,high,0
TXN106,CUST106,sell,9500.00,USD,US,US,0,1825,8800.00,11,0.08,12,0,0,web,desktop,1,0,1,3,3,2500,0,0,0,stock,Technology,16.0,17.4,low,0
TXN107,CUST107,buy,14500.00,USD,US,CA,0,730,12500.00,7,0.16,15,0,0,web,desktop,1,0,2,3,4,1100,0,0,0,stock,Materials,26.0,20.9,low,0
TXN108,CUST108,sell,71000.00,USD,US,PK,1,30,1500.00,1,46.33,4,1,0,api,server,0,6,11,16,0,4,1,0,0,crypto,Cryptocurrency,86.0,48.3,critical,1
TXN109,CUST109,buy,6500.00,USD,US,US,0,1095,6000.00,13,0.08,10,0,0,web,desktop,1,0,1,4,2,2200,0,0,0,stock,Utilities,17.0,16.8,low,0
TXN110,CUST110,buy,20000.00,USD,US,US,1,280,7000.00,5,1.86,19,0,0,mobile,phone,1,1,3,6,1,140,0,0,0,stock,Energy,41.0,25.2,medium,0
TXN111,CUST111,sell,95000.00,USD,US,CF,1,20,600.00,1,157.33,2,1,0,mobile,phone,0,8,14,20,0,2,1,1,0,crypto,Cryptocurrency,97.0,57.8,critical,1
TXN112,CUST112,buy,4300.00,USD,US,US,0,2190,4000.00,16,0.08,11,0,0,web,desktop,1,0,2,4,3,3100,0,0,0,stock,Healthcare,14.0,17.1,low,0
TXN113,CUST113,buy,11500.00,USD,US,US,0,600,10000.00,7,0.15,14,0,0,web,desktop,1,0,1,3,4,900,0,0,0,stock,Technology,27.0,21.8,low,0
TXN114,CUST114,sell,39000.00,USD,US,GN,1,50,2000.00,2,18.50,3,0,0,mobile,phone,0,4,7,11,0,8,1,0,0,stock,Finance,63.0,35.2,high,1
TXN115,CUST115,buy,1900.00,USD,US,US,0,2920,1800.00,23,0.06,9,0,0,web,desktop,1,0,1,5,1,4000,0,0,0,bond,Corporate,12.0,13.6,low,0
TXN116,CUST116,buy,27000.00,USD,US,US,1,190,7500.00,4,2.60,22,1,0,mobile,phone,1,2,4,7,0,110,0,0,0,stock,Industrials,49.0,28.8,high,0
TXN117,CUST117,sell,5300.00,USD,US,US,0,1460,4900.00,14,0.08,10,0,0,web,desktop,1,0,1,4,2,2600,0,0,0,stock,Consumer,15.0,16.5,low,0
TXN118,CUST118,buy,55000.00,USD,US,AG,1,35,3000.00,2,17.33,1,0,0,api,server,0,5,9,13,0,10,1,0,0,crypto,Cryptocurrency,84.0,47.1,critical,1
TXN119,CUST119,buy,8000.00,USD,US,US,0,910,7300.00,10,0.10,15,0,0,web,desktop,1,0,2,3,3,1700,0,0,0,stock,Finance,19.0,18.5,low,0
TXN120,CUST120,buy,15500.00,USD,US,IE,0,730,13500.00,6,0.15,13,0,0,web,desktop,1,0,1,2,5,1200,0,0,0,stock,Technology,28.0,21.1,low,0
TXN121,CUST121,sell,64000.00,USD,US,KH,1,40,1800.00,1,34.56,3,1,0,mobile,phone,0,5,10,15,0,5,1,0,0,stock,Energy,77.0,43.1,critical,1
TXN122,CUST122,buy,3100.00,USD,US,US,0,1825,2900.00,20,0.07,10,0,0,web,desktop,1,0,1,5,1,3400,0,0,0,stock,Materials,10.0,15.3,low,0
TXN123,CUST123,buy,31000.00,USD,US,US,1,150,8000.00,4,2.88,20,0,0,mobile,phone,1,2,5,8,1,85,0,0,0,stock,Healthcare,53.0,30.4,high,0
TXN124,CUST124,sell,4600.00,USD,US,US,0,2555,4300.00,15,0.07,12,0,0,web,desktop,1,0,2,4,3,2300,0,0,0,stock,Utilities,13.0,16.0,low,0
TXN125,CUST125,buy,78000.00,USD,US,LA,1,25,1000.00,1,77.00,2,1,0,mobile,phone,0,7,12,17,0,3,1,0,0,crypto,Cryptocurrency,93.0,54.2,critical,1
TXN126,CUST126,buy,6200.00,USD,US,US,0,1095,5800.00,12,0.07,11,0,0,web,desktop,1,0,1,3,4,2000,0,0,0,stock,Consumer,16.0,17.5,low,0
TXN127,CUST127,buy,19000.00,USD,US,US,0,545,16000.00,6,0.19,16,0,0,web,desktop,1,0,1,3,3,900,0,0,0,stock,Industrials,32.0,23.1,medium,0
TXN128,CUST128,sell,49000.00,USD,US,SB,1,55,2600.00,2,17.85,0,0,0,api,server,0,4,8,12,0,12,1,0,0,stock,Finance,70.0,39.8,critical,1
TXN129,CUST129,buy,2400.00,USD,US,US,0,2190,2200.00,21,0.09,9,0,0,web,desktop,1,0,1,5,2,3700,0,0,0,bond,Government,11.0,13.3,low,0
TXN130,CUST130,buy,37000.00,USD,US,US,1,110,9000.00,3,3.11,21,0,0,mobile,phone,1,2,5,8,0,65,0,0,0,stock,Technology,57.0,32.5,high,0
TXN131,CUST131,sell,7800.00,USD,US,US,0,1460,7200.00,13,0.08,10,0,0,web,desktop,1,0,1,3,2,2100,0,0,0,stock,Healthcare,18.0,18.7,low,0
TXN132,CUST132,buy,12500.00,USD,US,NL,0,730,11000.00,7,0.14,14,0,0,web,desktop,1,0,2,3,5,1000,0,0,0,stock,Energy,24.0,20.3,low,0
TXN133,CUST133,sell,87000.00,USD,US,SS,1,30,1100.00,1,78.09,4,1,0,mobile,phone,0,6,11,16,0,3,1,1,0,crypto,Cryptocurrency,95.0,55.5,critical,1
TXN134,CUST134,buy,5400.00,USD,US,US,0,1095,5000.00,15,0.08,12,0,0,web,desktop,1,0,1,4,3,2500,0,0,0,stock,Finance,15.0,16.6,low,0
TXN135,CUST135,buy,22000.00,USD,US,US,1,240,7000.00,5,2.14,19,0,0,mobile,phone,1,1,3,6,1,130,0,0,0,stock,Materials,44.0,26.0,medium,0
TXN136,CUST136,sell,57000.00,USD,US,CD,1,45,2000.00,2,27.50,1,0,0,mobile,phone,0,5,9,13,0,7,1,1,0,stock,Industrials,73.0,42.1,critical,1
TXN137,CUST137,buy,4000.00,USD,US,US,0,1825,3700.00,17,0.08,10,0,0,web,desktop,1,0,2,4,2,3000,0,0,0,stock,Utilities,13.0,15.7,low,0
TXN138,CUST138,buy,34000.00,USD,US,US,1,160,9500.00,4,2.58,22,1,0,mobile,phone,1,2,5,8,0,80,0,0,0,stock,Consumer,51.0,29.8,high,0
TXN139,CUST139,sell,3500.00,USD,US,US,0,2920,3300.00,19,0.06,11,0,0,web,desktop,1,0,1,4,3,3900,0,0,0,stock,Technology,12.0,16.2,low,0
TXN140,CUST140,buy,73000.00,USD,US,TD,1,20,900.00,1,80.11,3,1,0,api,server,0,7,13,18,0,2,1,0,0,crypto,Cryptocurrency,94.0,53.9,critical,1
TXN141,CUST141,buy,9200.00,USD,US,US,0,730,8500.00,9,0.08,15,0,0,web,desktop,1,0,1,3,4,1400,0,0,0,stock,Healthcare,21.0,19.4,low,0
TXN142,CUST142,buy,17000.00,USD,US,US,0,600,14500.00,6,0.17,13,0,0,web,desktop,1,0,2,3,3,800,0,0,0,stock,Finance,30.0,22.9,medium,0
TXN143,CUST143,sell,44000.00,USD,US,GW,1,50,2400.00,2,17.33,0,1,0,mobile,phone,0,4,7,11,0,9,1,0,0,stock,Energy,68.0,38.2,critical,1
TXN144,CUST144,buy,1300.00,USD,US,US,0,3650,1200.00,25,0.08,9,0,0,web,desktop,1,0,1,5,1,4500,0,0,0,etf,Diversified,5.0,12.9,low,0
TXN145,CUST145,buy,26000.00,USD,US,US,1,180,6500.00,4,3.00,20,0,0,mobile,phone,1,2,4,7,1,100,0,0,0,stock,Industrials,48.0,27.4,high,0
TXN146,CUST146,sell,6800.00,USD,US,US,0,1460,6300.00,12,0.08,10,0,0,web,desktop,1,0,1,3,3,2200,0,0,0,stock,Consumer,16.0,17.3,low,0
TXN147,CUST147,buy,50000.00,USD,US,GI,1,40,3500.00,2,13.29,23,0,0,mobile,phone,0,3,6,10,0,15,0,0,1,stock,Finance,64.0,35.8,high,1
